;Bevorzugter Name;Ländercode;Beruf oder Beschäftigung;GND-Nummer;Geburtsdatum;Geschlecht;Austrian;German;Swiss;Land
2610;Brooker, Charlie;Großbritannien;Drehbuchautor;1031783407;1971;Unbekannt;0.0;0.0;0.0;
2612;Métail, Michèle;"Deutschland;Frankreich";"Autor; Fotograf";124344798;1950;Weiblich;0.0;1.0;0.0;D
2613;Košenina, Alexander;Deutschland;"Literaturwissenschaftler; Hochschullehrer";124394272;1963;Männlich;0.0;1.0;0.0;D
2614;Fauser, Jörg;Deutschland;"Schriftsteller; Journalist";119101211;1944-07-16;Männlich;0.0;1.0;0.0;D
2615;Blanvillain, Luc;Frankreich;"Schriftsteller; Französischlehrer";1077889135;1967-11-07;Männlich;0.0;0.0;0.0;
2616;Keller, G.;Land unbekannt;Musikjournalist;1089583974;1861;Unbekannt;0.0;0.0;0.0;
2617;Delacroix, Eugène;Frankreich;"Maler; Grafiker";118524461;1798-04-26;Männlich;0.0;0.0;0.0;
2619;Braun, Manuel;Deutschland;Philologe;1027730957;1970;Männlich;0.0;1.0;0.0;D
2620;Urweider, Raphael;Europa;"Schriftsteller; Lyriker; Übersetzer";124174736;1974;Männlich;0.0;0.0;1.0;S
2621;Muncker, Franz;Deutschland;"Philologe; Literarhistoriker; Hochschullehrer";11718165X;1855-12-04;Männlich;0.0;1.0;0.0;D
2622;Walser, Alissa;Deutschland;"Schriftsteller; Autor; Übersetzer; Maler; Künstler; Schriftsteller";121925463;1961-01-24;Weiblich;0.0;1.0;0.0;D
2623;Metelmann, Jörg;"Deutschland;Europa";"Kulturwissenschaftler; Dozent";124715540;1970;Männlich;0.0;1.0;1.0;D,S
2624;Spivak, Gayatri Chakravorty;"USA;Großbritannien;Indien";"Philologe; Anglist; Literaturkritiker";11902747X;1942-02-24;Weiblich;0.0;0.0;0.0;
2625;Duve, Karen;Deutschland;"Schriftsteller; Korrektor; Taxifahrer";115673776;1961-11-16;Weiblich;0.0;1.0;0.0;D
2626;Schimank, Uwe;Deutschland;Soziologe;124380158;1955;Männlich;0.0;1.0;0.0;D
2627;Schenk, Gerrit Jasper;Deutschland;"Historiker; Hochschullehrer";11452906X;1968;Männlich;0.0;1.0;0.0;D
2628;Heinrich, von dem Türlin;Österreich;Schriftsteller;118548352;;Männlich;1.0;0.0;0.0;Ö
2629;Franck, G.;Deutschland;Schriftsteller;1144368391;;Männlich;0.0;1.0;0.0;D
2630;Füllmann, Rolf;Deutschland;"Pädagoge; Literaturwissenschaftler";133931196;1964;Männlich;0.0;1.0;0.0;D
2631;Haefs, Wilhelm;Deutschland;"Philologe; Germanist";137645929;1956;Männlich;0.0;1.0;0.0;D
2632;Andruchovyč, Jurij Ihorovyč;Ukraine;"Schriftsteller; Essayist; Übersetzer";124818145;1960-03-13;Männlich;0.0;0.0;0.0;
2633;Kuhlmann, Andreas;Deutschland;"Publizist; Philosoph; Autor";123495318;1959;Männlich;0.0;1.0;0.0;D
2634;Michalkov, Nikita Sergeevič;Russland;"Regisseur; Drehbuchautor; Schauspieler; Regisseur; Schauspieler; Filmregisseur";119047942;1945-10-21;Männlich;0.0;0.0;0.0;
2635;Amodeo, Immacolata;"Italien;Deutschland";"Hochschullehrer; Literaturwissenschaftler";11452940X;1961-10-06;Weiblich;0.0;1.0;0.0;D
2636;Laube, Heinrich;"Österreich;Polen;Deutschland";"Schriftsteller; Theaterkritiker; Dramaturg; Theaterdirektor; Abgeordneter; Politiker; Dramatiker; Redakteur; Theaterkritiker; Theaterdirektor; Dramatiker; Theaterintendant";118570080;1806-09-18;Männlich;1.0;1.0;0.0;D,Ö
2637;Born, Jürgen;"USA;Deutschland";Germanist;122420136;1927;Männlich;0.0;1.0;0.0;D
2638;Weber, Julia;Deutschland;Philologe;142135690;1975;Weiblich;0.0;1.0;0.0;D
2639;La Roche, Johann Joseph;"Deutschland;Österreich;Slowakei";Schauspieler;118778838;1745-04-01;Männlich;1.0;1.0;0.0;D,Ö
2640;Du Bois, William E. B.;"USA;Ghana";"Politiker; Bürgerrechtler; Schriftsteller; Historiker; Soziologe; Philosoph; Journalist; Pazifist";118527657;1868-02-23;Männlich;0.0;0.0;0.0;
2641;Ramsauer, Petra;Österreich;"Journalist; Politolog";133244741;1969;Weiblich;1.0;0.0;0.0;Ö
2643;Calder, Alexander;USA;"Künstler; Maler; Bildhauer; Grafiker; Illustrator; Designer; Theaterplastiker";118666592;1878-07-22;Männlich;0.0;0.0;0.0;
2644;Rathenau, Walther;Deutschland;"Politiker; Außenminister; Philosoph; Publizist; Volkswirt; Essayist";118598430;1867-09-29;Männlich;0.0;1.0;0.0;D
2646;Haen, Theo d';Niederlande;"Anglist; Literaturwissenschaftler";137624700;1950;Unbekannt;0.0;0.0;0.0;
2647;Bannasch, Bettina;Deutschland;"Germanist; Hochschullehrer";113329725;1965;Weiblich;0.0;1.0;0.0;D
2648;Perec, Georges;Frankreich;"Schriftsteller; Filmregisseur";118903004;1936-03-07;Männlich;0.0;0.0;0.0;
2649;Kord, Susanne;"Deutschland;Großbritannien";"Germanist; Schriftsteller";14027832X;1959-10-22;Weiblich;0.0;1.0;0.0;D
2650;Witkop, Philipp;Deutschland;"Germanist; Hochschullehrer; Literarhistoriker; Herausgeber; Lyriker; Philosoph";117414662;1880-04-17;Männlich;0.0;1.0;0.0;D
2651;Damrosch, David;USA;Literaturwissenschaftler;141222336;1953;Männlich;0.0;0.0;0.0;
2652;Möser, Justus;Deutschland;"Politiker; Publizist; Schriftsteller; Jurist; Historiker; Rechtsanwalt; Dramatiker";11858314X;1720-12-14;Männlich;0.0;1.0;0.0;D
2653;Kafka, Franz;"Juden;Tschechische Republik;Österreich";"Schriftsteller; Jurist; Librettist; Schriftsteller; Lyriker";118559230;1883-07-03;Männlich;1.0;0.0;0.0;Ö
2654;Sittig, Claudius;Deutschland;Germanist;136812899;1974;Männlich;0.0;1.0;0.0;D
2656;Gedeck, Martina;Deutschland;"Schauspieler; Sprecher; Sänger; Musiker; Schauspieler; Schauspieler; Schauspieler";124357768;1961-09-14;Weiblich;0.0;1.0;0.0;D
2657;Rothmann, Kurt;Deutschland;"Literaturwissenschaftler; Germanist";1016979274;1936-09-27;Männlich;0.0;1.0;0.0;D
2658;Schmitt, Wolfgang M.;Deutschland;"Blogger; Filmkritiker; Journalist; Autor";1228874549;;Männlich;0.0;1.0;0.0;D
2659;Stearn, William T.;Großbritannien;"Buchhändler; Bibliothekar; Botaniker";139147292;1911-04-16;Männlich;0.0;0.0;0.0;
2660;Reinkowski, Maurus;"Deutschland;Europa";"Islamwissenschaftler; Hochschullehrer";114765278;1962-06-30;Männlich;0.0;1.0;1.0;D,S
2661;Osterkamp, Ernst;Deutschland;"Germanist; Hochschullehrer; Literaturwissenschaftler";124076718;1950;Männlich;0.0;1.0;0.0;D
2662;Fallada, Hans;Deutschland;"Schriftsteller; Journalist; Übersetzer; Rendant; Buchhalter; Schriftsteller";118531905;1893-07-21;Männlich;0.0;1.0;0.0;D
2663;Andersch, Alfred;Deutschland;"Schriftsteller; Publizist; Lyriker; Rundfunkredakteur; Übersetzer; Librettist";118502786;1914-02-04;Männlich;0.0;1.0;0.0;D
2664;Leeuwen, Richard van;Niederlande;"Islamwissenschaftler; Arabist; Hochschullehrer";1128826119;1955;Männlich;0.0;0.0;0.0;
2665;Bauernfeld, Eduard von;"Deutschland;Österreich";"Schriftsteller; Dramatiker; Lyriker; Librettist; Dramatiker";118507400;1802-01-03;Männlich;1.0;1.0;0.0;D,Ö
2666;Huxley, Aldous;Großbritannien;"Schriftsteller; Journalist; Kunstkritiker";118555081;1894-07-26;Männlich;0.0;0.0;0.0;
2667;Beauchamp-Mustafaga, Nathan;Land unbekannt;Politologe;1152095854;;Männlich;0.0;0.0;0.0;
2668;Scheerbart, Paul;Deutschland;"Schriftsteller; Zeichner; Schriftsteller";118606816;1863-01-08;Männlich;0.0;1.0;0.0;D
2669;Iuvenalis, Decimus Iunius;Italien;"Schriftsteller; Satiriker";118556126;;Männlich;0.0;0.0;0.0;
2670;Rommel, Otto;Österreich;"Herausgeber; Schriftsteller; Literarhistoriker; Lehrer";14047076X;1880-06-12;Männlich;1.0;0.0;0.0;Ö
2671;Wildgen, Wolfgang;Deutschland;Philologe;115813179;1944;Männlich;0.0;1.0;0.0;D
2672;Duvanel, Adelheid;Europa;"Schriftsteller; Künstler";120669013;1936;Weiblich;0.0;0.0;1.0;S
2673;Rühmkorf, Peter;Deutschland;"Schriftsteller; Lektor <Verlag>; Lyriker; Drehbuchautor";118603957;1929-10-25;Männlich;0.0;1.0;0.0;D
2674;Hermann, Judith;Deutschland;Schriftsteller;120448041;1970-05-15;Weiblich;0.0;1.0;0.0;D
2675;Plotke, Seraina;Europa;"Mediävist; Germanist; Hochschullehrer";138990697;1972-07-18;Weiblich;0.0;0.0;1.0;S
2676;Adelung, Johann Christoph;Deutschland;"Bibliothekar; Philologe; Historiker; Lexikograf; Germanist; Journalist; Linguist; Hofrat";118500651;1732-08-08;Männlich;0.0;1.0;0.0;D
2677;Clemen, Ursula;Deutschland;Übersetzer;116543159;1910;Weiblich;0.0;1.0;0.0;D
2678;Athey, Ron;USA;"Künstler; Performancekünstler; Aktionskünstler; Schauspieler";1020106344;1961;Männlich;0.0;0.0;0.0;
2679;Mohn, Jürgen;"Europa;Deutschland";Religionswissenschaftler;1050721713;1963;Männlich;0.0;1.0;1.0;D,S
2680;Rosegger, Peter;"Österreich;Deutschland";"Schriftsteller; Lyriker";118602667;1843-07-31;Männlich;1.0;1.0;0.0;D,Ö
2681;Schenk von Stauffenberg, Claus;Deutschland;"Widerstandskämpfer; Offizier; Soldat";118642537;1907-11-15;Männlich;0.0;1.0;0.0;D
2682;Zweig, Friderike Maria;"USA;Österreich";"Schriftsteller; Journalist; Lehrer";118637460;1882-12-04;Weiblich;1.0;0.0;0.0;Ö
2683;Becker, Sabina;Deutschland;"Literaturwissenschaftler; Germanist";12894370X;1961;Weiblich;0.0;1.0;0.0;D
2684;Ammann, Egon;Europa;Verleger;10906769X;1941-10-09;Männlich;0.0;0.0;1.0;S
2685;Ledig, Gert;"Österreich;Deutschland";"Schriftsteller; Ingenieur";121579018;1921-11-04;Männlich;1.0;1.0;0.0;D,Ö
2686;Hoffmann von Fallersleben, August Heinrich;Deutschland;"Schriftsteller; Germanist; Philologe; Bibliothekar; Lyriker; Komponist; Librettist; Schriftsteller";118552589;1798-04-02;Männlich;0.0;1.0;0.0;D
2687;Dhawan, Nikita;"Deutschland;Indien";Politolog;1032628685;1972;Weiblich;0.0;1.0;0.0;D
2688;Urbanitzky, Grete von;Österreich;"Übersetzer; Schriftsteller; Journalist; Drehbuchautor";11731482X;1891-07-09;Weiblich;1.0;0.0;0.0;Ö
2689;Hilbig, Wolfgang;Deutschland;"Schriftsteller; Librettist; Handwerker; Arbeiter; Lyriker";119076993;1941-08-31;Männlich;0.0;1.0;0.0;D
2690;Ivo, Hubert;Deutschland;"Germanistik; Oberstudiendirektor";119106086;1927;Männlich;0.0;1.0;0.0;D
2691;Morgenthaler, Walter;Europa;Germanist;124773605;1946;Männlich;0.0;0.0;1.0;S
2692;Haeckel, Ernst;Deutschland;"Zoologe; Naturwissenschaftler; Biologe; Arzt; Philosoph; Hochschullehrer; Zeichner";118544381;1834-02-16;Männlich;0.0;1.0;0.0;D
2693;Bauer, Matthias;Österreich;"Filmproduzent; Schriftsteller";143017152;1973;Männlich;1.0;0.0;0.0;Ö
2694;Loerke, Oskar;Deutschland;"Schriftsteller; Lektor <Verlag>; Librettist";118728814;1884-03-13;Männlich;0.0;1.0;0.0;D
2695;Zimmermann, Yvonne;Deutschland;"Literaturwissenschaftler; Wissenschaftliche Mitarbeiter";1107781779;;Weiblich;0.0;1.0;0.0;D
2696;Borczuch, Michał;Polen;Regisseur;1073297683;1979;Männlich;0.0;0.0;0.0;
2697;VALIE EXPORT;"Deutschland;Österreich";"Künstler; Performancekünstler; Regisseur";118912984;1940;Weiblich;1.0;1.0;0.0;D,Ö
2698;Probst, Inga;Deutschland;Literaturwissenschaftler;1072569329;1979;Weiblich;0.0;1.0;0.0;D
2699;Zybura, Marek;"Österreich;Polen;Deutschland";"Germanist; Kunsthistoriker; Übersetzer";124486592;1957;Männlich;1.0;1.0;0.0;D,Ö
2700;Hampel, Anna;Deutschland;Literaturwissenschaftler;123209269X;;Weiblich;0.0;1.0;0.0;D
2701;Pavese, Cesare;Italien;"Schriftsteller; Librettist; Übersetzer";118592289;1908-09-09;Männlich;0.0;0.0;0.0;
2702;Weimar, Klaus;"Europa;Deutschland";"Germanist; Literaturwissenschaftler";1075258081;1941;Männlich;0.0;1.0;1.0;D,S
2703;More, Thomas;Großbritannien;"Politiker; Philosoph; Jurist";118641158;1478-02-07;Männlich;0.0;0.0;0.0;
2704;Schönberg, Arnold;"Österreich;USA;Deutschland";"Komponist; Maler; Dirigent; Musiklehrer; Künstler; Dirigent; Komponist";118610023;1874-09-13;Männlich;1.0;1.0;0.0;D,Ö
2705;Scolari, Filippo;Italien;Soldat;122869133;1369;Männlich;0.0;0.0;0.0;
2706;Burger, Hermann;"Europa;Deutschland";"Schriftsteller; Literaturwissenschaftler; Germanist; Publizist; Privatdozent; Redakteur";118517600;1942;Männlich;0.0;1.0;1.0;D,S
2707;Kaiser, Gerhard R.;Deutschland;"Philologe; Germanist; Literaturwissenschaftler; Hochschullehrer";122677153;1943-03-02;Unbekannt;0.0;1.0;0.0;D
2708;Konuk, Kader;"USA;Deutschland";"Literaturwissenschaftler; Germanist; Hochschullehrer";1011971674;1967;Weiblich;0.0;1.0;0.0;D
2709;Mereau, Sophie;Deutschland;"Schriftsteller; Lyriker; Übersetzer; Schriftsteller";11858104X;1770-03-27;Weiblich;0.0;1.0;0.0;D
2710;Lemke, Thomas;Deutschland;Soziologe;132030896;1963;Männlich;0.0;1.0;0.0;D
2711;Weininger, Otto;Österreich;"Philosoph; Psychologe; Schriftsteller";118766309;1880-04-03;Männlich;1.0;0.0;0.0;Ö
2712;Albert-Lasard, Lou;"Frankreich;Deutschland";"Künstler; Maler";118501526;1885-11-10;Weiblich;0.0;1.0;0.0;D
2713;Bronnen, Arnolt;"Deutschland;Österreich";"Schriftsteller; Regisseur; Dramaturg; Redakteur; Theaterkritiker; Drehbuchautor; Dramatiker";118515691;1895-08-19;Männlich;1.0;1.0;0.0;D,Ö
2714;Kittelmann, Jana;Deutschland;"Germanist; Redakteur; Literaturwissenschaftler";141146737;1978;Weiblich;0.0;1.0;0.0;D
2715;Eckart, Wolfgang U.;Deutschland;"Arzt; Medizinhistoriker";115857621;1952-02-07;Männlich;0.0;1.0;0.0;D
2716;Kehlmann, Daniel;"Österreich;Deutschland";"Schriftsteller; Librettist; Schriftsteller";115812431;1975-01-13;Männlich;1.0;1.0;0.0;D,Ö
2717;Hoffer, Eric;USA;Soziologe;121441245;1902;Männlich;0.0;0.0;0.0;
2718;Weidner, Katja;Deutschland;Philologe;1223119238;;Weiblich;0.0;1.0;0.0;D
2719;Lichtenstein, Alfred;Deutschland;"Schriftsteller; Lyriker";118832891;1889-08-23;Männlich;0.0;1.0;0.0;D
2720;Heyse, Paul;Deutschland;"Schriftsteller; Librettist; Dramatiker; Übersetzer; Privatgelehrter; Lyriker";118550772;1830-03-15;Männlich;0.0;1.0;0.0;D
2721;Hildenbrandt, Vera;Deutschland;Germanist;124972841X;1971;Weiblich;0.0;1.0;0.0;D
2722;Zielinski, Susanne;Deutschland;"Historiker; Literaturwissenschaftler";1116746786;1984;Weiblich;0.0;1.0;0.0;D
2723;Dangel-Pelloquin, Elsbeth;Europa;"Linguist; Literaturwissenschaftler; Autor";120706768;1947-10-29;Weiblich;0.0;0.0;1.0;S
2724;Bolter, Jay David;USA;Informatiker;124879691;1951-08-17;Männlich;0.0;0.0;0.0;
2725;Hofmann von Hofmannswaldau, Christian;Deutschland;"Schriftsteller; Librettist";118706187;1617-12-25;Männlich;0.0;1.0;0.0;D
2726;Schmid, Wolf;Deutschland;"Literaturwissenschaftler; Slawist; Hochschullehrer";128957433;1944;Männlich;0.0;1.0;0.0;D
2727;Deppe, Hans;Deutschland;"Regisseur; Drehbuchautor; Schauspieler; Regisseur; Schauspieler; Filmregisseur";137967497;1897-11-12;Männlich;0.0;1.0;0.0;D
2728;Gerhardt, Paul;Deutschland;"Kirchenlieddichter; Pfarrer; Lutherischer Theologe; Schriftsteller; Komponist; Librettist; Lyriker";118538659;1607-03-12;Männlich;0.0;1.0;0.0;D
2729;Locher, Jakob;Deutschland;"Humanist; Dramatiker; Philologe; Übersetzer; Schriftsteller";118780247;1471-07;Männlich;0.0;1.0;0.0;D
2730;Plato;Griechenland (Altertum);Philosoph;118594893;-0427;Männlich;0.0;0.0;0.0;
2731;Bade, Klaus J.;Deutschland;"Historiker; Hochschullehrer";120144042;1944;Männlich;0.0;1.0;0.0;D
2732;Améry, Jean;"Österreich;Belgien;Deutschland";"Schriftsteller; Publizist; Schriftsteller";118502549;1912-10-31;Männlich;1.0;1.0;0.0;D,Ö
2733;Margulis, Lynn;USA;Biolog;115464654;1938-03-05;Weiblich;0.0;0.0;0.0;
2734;Mayer, Mathias;Deutschland;"Germanist; Literaturwissenschaftler";115511881;1958;Männlich;0.0;1.0;0.0;D
2735;Mahr, Johannes;Deutschland;"Pädagoge; Literaturwissenschaftler";132302152;1941;Männlich;0.0;1.0;0.0;D
2736;Wilde, Oscar;"Großbritannien;Irland;Frankreich";"Schriftsteller; Dramatiker; Lyriker; Librettist; Schriftsteller";118632779;1854-10-16;Männlich;0.0;0.0;0.0;
2737;Spyri, Johanna;Europa;Schriftsteller;118616455;1827-06-12;Weiblich;0.0;0.0;1.0;S
2738;Pratt, Mary Louise;"Kanada;USA";Philologe;135878721;1948;Weiblich;0.0;0.0;0.0;
2739;Ahmed Resmî Efendi;Türkei;"Politiker; Geschichtsschreiber";118647407;1700;Unbekannt;0.0;0.0;0.0;
2741;Pindarus;Griechenland (Altertum);Schriftsteller;118594427;;Unbekannt;0.0;0.0;0.0;
2742;Mitgutsch, Anna;"USA;Österreich";"Schriftsteller; Anglist; Germanist; Hochschullehrer";119527421;1948-10-02;Weiblich;1.0;0.0;0.0;Ö
2743;Morgner, Irmtraud;Deutschland;"Schriftsteller; Germanist";118817663;1933-08-22;Weiblich;0.0;1.0;0.0;D
2744;Marquard, Odo;Deutschland;"Philosoph; Hochschullehrer";119179997;1928-02-26;Männlich;0.0;1.0;0.0;D
2745;McCarten, Anthony;"Neuseeland;Großbritannien;USA";"Autor; Schriftsteller";121382893;1961;Männlich;0.0;0.0;0.0;
2746;Stephanie, Gottlieb;"Deutschland;Österreich";"Schriftsteller; Librettist; Schauspieler; Schauspieler; Dramatiker";119545799;1741-02-19;Männlich;1.0;1.0;0.0;D,Ö
2747;Wettengl, Kurt;Deutschland;"Hochschullehrer; Kunsthistoriker";122601939;1954;Männlich;0.0;1.0;0.0;D
2748;Heukenkamp, Ursula;Deutschland;"Literaturwissenschaftler; Hochschullehrer";124435165;1938;Weiblich;0.0;1.0;0.0;D
2749;Fleck, Konrad;Deutschland;Schriftsteller;118533797;;Männlich;0.0;1.0;0.0;D
2750;Schadewaldt, Wolfgang;Deutschland;"Klassischer Philologe; Hochschullehrer; Übersetzer";118748173;1900-03-15;Männlich;0.0;1.0;0.0;D
2751;Schirmer, Andreas;Österreich;"Übersetzer; Literaturwissenschaftler";1022189573;1968;Männlich;1.0;0.0;0.0;Ö
2753;Nagel, Ivan;"Deutschland;Ungarn";"Theaterintendant; Kunsthistoriker; Theaterwissenschaftler; Übersetzer; Schauspieler; Kritiker; Theaterkritiker; Dramaturg";115811990;1931-06-28;Männlich;0.0;1.0;0.0;D
2754;Scorsese, Martin;USA;"Filmregisseur; Regisseur; Drehbuchautor";118811991;1942-11-17;Männlich;0.0;0.0;0.0;
2755;Liptay, Fabienne;Deutschland;"Filmwissenschaftler; Kunsthistoriker";128939990;1974;Weiblich;0.0;1.0;0.0;D
2756;Nicolaisen, Jasper;Deutschland;"Übersetzer; Autor";141228040;1979;Männlich;0.0;1.0;0.0;D
2757;Godel, Rainer;Deutschland;Germanist;143365347;1968;Männlich;0.0;1.0;0.0;D
2758;Konstantinović, Zoran;"Serbien;Montenegro";Literaturwissenschaftler;118565206;1920;Männlich;0.0;0.0;0.0;
2759;Menzel, Wolfgang;Deutschland;Literaturwissenschaftler;1051836611;1960;Männlich;0.0;1.0;0.0;D
2760;Kurz, Stephan;Österreich;Germanist;13281899X;1981;Männlich;1.0;0.0;0.0;Ö
2761;Eibl, Karl;Deutschland;"Literaturwissenschaftler; Germanist";121186407;1940-01-28;Männlich;0.0;1.0;0.0;D
2762;Bodin, Jean;Frankreich;"Jurist; Philosoph";118512307;1529;Männlich;0.0;0.0;0.0;
2763;James, Henry;"Frankreich;Großbritannien;USA";"Schriftsteller; Redakteur; Schriftsteller";118556835;1843-04-15;Männlich;0.0;0.0;0.0;
2764;Robertson, Roland;"USA;Großbritannien";"Soziologe; Hochschullehrer";134191897;1938;Männlich;0.0;0.0;0.0;
2765;Hilsenrath, Edgar;"USA;Deutschland;Russland;Israel";Schriftsteller;119078805;1926-04-02;Männlich;0.0;1.0;0.0;D
2766;Löw, Martina;Deutschland;"Soziolog; Hochschullehrer";130424668;1965;Weiblich;0.0;1.0;0.0;D
2767;Reichart, Elisabeth;Österreich;"Schriftsteller; Historiker; Germanist";119528894;1953-11-19;Weiblich;1.0;0.0;0.0;Ö
2768;Pflugmacher, Torsten;Deutschland;"Germanist; Hochschullehrer";133701328;;Männlich;0.0;1.0;0.0;D
2770;Jacobs, Steffen;Deutschland;"Lyriker; Schriftsteller; Kolumnist; Übersetzer";115717838;1968;Männlich;0.0;1.0;0.0;D
2771;Reimann, Brigitte;"Deutschland (DDR);Deutschland";Schriftsteller;118744070;1933-07-21;Weiblich;0.0;1.0;0.0;D
2772;Köpf, Gerhard;Deutschland;"Schriftsteller; Literaturwissenschaftler";118855409;1948-09-19;Männlich;0.0;1.0;0.0;D
2773;Breznik, Melitta;Österreich;"Psychiater; Psychotherapeut; Schriftsteller; Ärzt";115720634;1961;Weiblich;1.0;0.0;0.0;Ö
2774;Vischer, Melchior;"Deutschland;Tschechische Republik";"Redakteur; Schriftsteller; Regisseur; Schriftsteller; Dramaturg";119025035;1895-01-07;Männlich;0.0;1.0;0.0;D
2775;Parry, Milman;"Frankreich;USA";Philologe;118591827;1902;Männlich;0.0;0.0;0.0;
2776;Düwell, Susanne;Deutschland;Germanist;124024610;;Weiblich;0.0;1.0;0.0;D
2777;Schorlau, Wolfgang;Deutschland;Schriftsteller;133140695;1951;Männlich;0.0;1.0;0.0;D
2778;Johannes, von Tepl;Deutschland;"Schriftsteller; Stadtschreiber";118818260;1350;Männlich;0.0;1.0;0.0;D
2779;Braakenburg, Johannes J.;Deutschland;"Lehrer; Herausgeber; Schriftsteller";116384395;1923;Männlich;0.0;1.0;0.0;D
2780;Bloch, Ernst;"USA;Großbritannien;Deutschland";"Philosoph; Hochschullehrer";118511742;1885-07-08;Männlich;0.0;1.0;0.0;D
2781;Malouf, David;Australien;"Schriftsteller; Librettist";119013231;1934;Männlich;0.0;0.0;0.0;
2782;Preiwuß, Kerstin;Deutschland;"Schriftsteller; Lyriker; Germanist; Hochschullehrer";132140349;1980;Weiblich;0.0;1.0;0.0;D
2783;Kahle, Adolf W. J.;Deutschland;Schriftsteller;11602108X;1870-01-30;Männlich;0.0;1.0;0.0;D
2784;Röggla, Kathrin;Österreich;"Schriftsteller; Dramatiker";115701362;1971-06-14;Weiblich;1.0;0.0;0.0;Ö
2785;Kürnberger, Ferdinand;"Österreich;Deutschland";"Schriftsteller; Dramatiker";118567764;1823-07-03;Männlich;1.0;1.0;0.0;D,Ö
2787;Weerth, Georg;Deutschland;"Schriftsteller; Kaufmann; Satiriker; Journalist";117208612;1822-02-17;Männlich;0.0;1.0;0.0;D
2788;Klocker, Hubert;Österreich;"Kunsthistoriker; Kurator <Museumskunde>";118106120;1955;Männlich;1.0;0.0;0.0;Ö
2789;Despentes, Virginie;Frankreich;"Schriftsteller; Regisseur";121099245;1969;Weiblich;0.0;0.0;0.0;
2790;Cotten, Ann;"Österreich;Deutschland;USA";"Schriftsteller; Übersetzer";132957078;1982;Weiblich;1.0;1.0;0.0;D,Ö
2791;Seybold, David Christoph;Deutschland;"Evangelischer Theologe; Hochschullehrer; Schriftsteller; Philologe";117475165;1747-05-26;Männlich;0.0;1.0;0.0;D
2792;Schnyder, Peter;Europa;"Germanist; Literaturwissenschaftler; Germanist; Dozent";13949037X;1967-11-12;Männlich;0.0;0.0;1.0;S
2793;Keller, Gottfried;"Deutschland;Europa";"Schriftsteller; Librettist; Maler; Lyriker; Lyriker";11856109X;1819-07-19;Männlich;0.0;1.0;1.0;D,S
2794;Morgenstern, Soma;"USA;Österreich";"Journalist; Schriftsteller; Jurist";119188473;1890-05-03;Männlich;1.0;0.0;0.0;Ö
2795;Szondi, Peter;"Deutschland;Ungarn";"Literaturwissenschaftler; Essayist";11862038X;1929-05-27;Männlich;0.0;1.0;0.0;D
2796;Kundera, Milan;"Tschechische Republik;Frankreich;Tschechoslowakei";"Schriftsteller; Hochschullehrer";118568043;1929-04-01;Männlich;0.0;0.0;0.0;
2797;Garbo, Greta;"Schweden;USA";"Schauspieler; Schauspieler; Tänzer";118537571;1905-09-18;Weiblich;0.0;0.0;0.0;
2798;Schubin, Ossip;"Österreich;Tschechische Republik";Schriftsteller;117116955;1854-06-17;Weiblich;1.0;0.0;0.0;Ö
2799;Rötzer, Hans Gerd;Deutschland;"Literaturwissenschaftler; Germanist";115835148;1933;Männlich;0.0;1.0;0.0;D
2800;Leitner, Maria;"Deutschland;Österreich;Ungarn;Frankreich";"Schriftsteller; Journalist";118813641;1892-01-19;Weiblich;1.0;1.0;0.0;D,Ö
2801;Braslavsky, Emma;Deutschland;"Schriftsteller; Übersetzer; Schriftsteller";128804823;1971;Weiblich;0.0;1.0;0.0;D
